hardware_keywords,software_keywords,urgency_score,log_lines_attached,reporter_seniority,hour_of_day,category
2,4,1.0,53,2,15,Documentation
7,2,2.0,48,4,10,Hardware
3,2,9.1,61,3,14,Security
1,10,2.9,21,5,12,Software
0,8,2.7,92,1,20,Software
1,4,7.1,57,1,11,Security
2,7,2.8,74,5,11,Software
0,1,9.1,130,5,8,Performance
0,7,3.5,48,5,2,Software
8,0,4.8,45,2,19,Hardware
4,0,4.2,65,1,17,Hardware
3,4,7.1,82,3,14,Performance
2,4,4.2,64,5,21,Firmware
6,1,6.1,87,1,2,Hardware
6,0,2.3,32,2,4,Hardware
3,7,2.7,14,4,10,Software
9,2,3.4,77,2,0,Hardware
9,0,2.7,31,4,14,Hardware
4,1,6.0,121,2,15,Performance
9,0,3.8,62,4,23,Hardware
2,1,1.0,19,3,3,Documentation
2,2,1.4,10,3,21,Documentation
2,7,3.6,46,4,10,Software
1,3,1.5,46,1,14,Documentation
2,7,7.8,100,3,0,Security
0,9,3.3,70,3,11,Software
0,1,8.1,59,1,9,Security
9,0,3.0,40,4,1,Hardware
0,8,2.9,69,3,6,Software
0,4,7.4,83,1,18,Performance
2,4,6.2,137,3,16,Performance
0,2,1.0,26,1,5,Documentation
0,5,6.9,55,5,19,Security
7,1,2.2,61,5,15,Hardware
0,0,5.4,107,4,10,Performance
2,4,7.4,80,5,5,Performance
3,2,3.5,30,4,19,Firmware
1,9,4.1,42,2,10,Software
1,2,1.7,62,3,1,Documentation
0,9,4.1,51,5,12,Software
2,10,4.3,134,4,22,Software
3,4,1.3,33,1,8,Documentation
4,1,8.1,55,5,21,Security
2,5,8.9,73,2,20,Security
3,2,2.7,40,3,19,Firmware
0,2,1.5,3,3,13,Documentation
0,9,2.6,71,2,19,Software
0,11,1.4,89,1,9,Software
4,0,3.4,54,1,17,Hardware
4,6,5.3,51,5,14,Firmware
0,1,8.4,62,5,23,Security
1,0,1.5,49,1,20,Documentation
8,3,3.7,62,2,6,Firmware
1,10,3.9,58,5,11,Software
1,9,3.7,58,3,21,Software
3,2,6.9,33,4,13,Security
0,6,3.5,80,3,19,Software
0,9,3.2,106,1,19,Software
0,12,2.4,48,3,18,Software
1,0,1.9,17,2,8,Documentation
2,4,6.9,64,5,7,Firmware
5,5,5.5,58,1,21,Performance
0,13,2.5,5,2,3,Software
2,2,4.3,83,3,14,Firmware
0,2,1.2,33,1,15,Documentation
4,0,2.2,45,2,4,Hardware
0,5,7.6,58,2,1,Security
1,9,3.8,70,1,7,Software
2,2,4.2,190,3,7,Performance
2,0,6.3,104,1,6,Performance
1,2,3.1,49,1,15,Firmware
0,8,4.1,99,5,7,Software
0,9,3.1,86,5,21,Software
2,7,9.2,104,4,13,Performance
4,5,5.8,61,4,15,Firmware
5,0,2.8,52,4,4,Hardware
1,6,5.6,54,3,18,Performance
5,5,5.0,63,5,2,Firmware
2,1,1.3,0,1,15,Documentation
0,6,3.6,46,1,0,Firmware
1,10,3.9,41,2,9,Software
1,4,7.7,80,1,6,Security
0,10,3.3,94,5,1,Software
1,4,8.5,63,4,9,Security
3,1,1.5,28,5,0,Documentation
4,2,2.8,34,5,11,Firmware
3,4,7.4,129,4,8,Performance
8,0,2.8,50,4,15,Hardware
2,3,7.6,47,1,3,Security
8,1,4.0,38,2,13,Hardware
0,2,1.1,43,4,8,Documentation
6,1,5.1,65,2,12,Firmware
4,3,4.4,82,5,14,Firmware
0,9,3.5,96,2,6,Software
0,5,5.6,109,3,9,Performance
2,5,7.7,86,3,18,Security
1,4,3.6,48,3,7,Firmware
2,3,6.5,76,4,17,Security
1,3,1.0,50,2,8,Documentation
2,5,4.1,41,5,2,Firmware
3,3,9.0,76,4,9,Security
7,1,4.3,47,1,2,Hardware
3,4,1.0,51,2,13,Firmware
1,3,6.1,121,3,4,Performance
5,3,4.7,48,1,23,Firmware
2,9,2.9,50,4,8,Software
3,6,4.1,25,3,18,Software
5,3,5.9,104,4,3,Performance
0,2,1.1,30,2,1,Documentation
11,0,3.3,23,1,23,Hardware
2,6,4.0,113,3,0,Software
0,7,3.3,76,1,15,Software
0,2,2.5,45,3,19,Firmware
4,1,8.7,88,5,9,Performance
1,3,1.0,28,5,12,Documentation
6,0,4.6,39,1,8,Hardware
2,2,9.1,31,4,14,Security
0,11,4.5,91,3,17,Software
0,9,3.5,100,3,12,Software
0,3,1.0,23,5,8,Documentation
1,8,1.9,60,2,14,Software
0,11,2.2,82,2,18,Software
1,9,3.6,96,5,21,Software
2,7,3.9,118,5,8,Software
10,1,2.3,49,5,12,Hardware
0,3,2.7,110,3,14,Firmware
4,3,4.3,66,3,14,Firmware
3,3,4.0,138,2,0,Performance
7,1,1.0,55,4,6,Hardware
1,6,4.1,75,5,5,Firmware
3,5,4.6,53,3,15,Firmware
1,11,2.1,138,2,9,Software
3,4,4.2,45,5,6,Firmware
1,3,7.8,124,5,15,Performance
8,1,2.8,32,4,6,Hardware
7,0,2.6,76,1,17,Hardware
6,4,5.8,136,5,14,Performance
0,11,2.0,35,1,9,Software
0,9,2.6,77,2,12,Software
0,7,1.9,23,1,23,Software
1,7,2.2,99,4,14,Software
4,0,4.1,107,1,11,Performance
2,4,5.8,130,3,21,Performance
0,5,4.1,52,5,17,Firmware
1,3,1.2,2,3,16,Documentation
4,4,3.9,40,5,14,Firmware
8,0,1.1,64,1,5,Hardware
2,1,4.9,62,3,21,Firmware
1,9,2.9,82,3,8,Software
1,0,8.7,53,1,18,Security
0,12,2.6,132,5,16,Software
6,4,3.3,60,1,3,Firmware
7,0,2.3,39,5,1,Hardware
5,3,5.0,106,2,9,Performance
0,7,9.7,99,2,22,Security
3,6,3.8,49,2,0,Firmware
0,4,4.7,71,3,21,Firmware
2,5,7.8,79,1,18,Security
1,12,2.6,88,4,7,Software
1,0,1.6,0,3,11,Documentation
1,2,6.2,29,5,2,Performance
0,10,3.7,42,3,21,Software
2,0,1.0,45,4,8,Documentation
1,11,1.8,111,1,20,Software
0,7,1.7,106,1,23,Software
10,1,3.6,46,3,22,Hardware
9,4,2.9,28,5,10,Hardware
2,5,7.5,63,2,8,Performance
3,2,10.0,0,4,13,Performance
3,2,1.0,8,2,5,Documentation
0,1,1.0,26,5,20,Documentation
1,9,3.9,101,5,16,Software
6,0,8.0,71,5,20,Performance
1,8,8.5,75,5,18,Security
0,8,3.7,91,1,6,Software
0,8,4.1,78,2,4,Software
1,3,6.5,108,3,10,Performance
4,3,6.8,63,3,17,Performance
0,2,1.2,52,5,8,Documentation
0,12,1.0,47,5,7,Software
0,0,1.0,22,1,13,Documentation
6,3,4.8,67,1,22,Firmware
0,0,1.2,35,1,7,Documentation
0,2,7.9,103,2,8,Performance
3,1,1.5,17,4,5,Documentation
0,9,3.3,43,1,5,Software
1,1,1.3,18,5,2,Documentation
2,1,1.0,10,5,4,Documentation
0,9,2.3,35,1,18,Software
1,3,8.2,172,3,4,Security
4,3,2.7,62,4,21,Performance
0,4,1.5,27,1,6,Documentation
1,2,1.0,26,1,13,Documentation
0,7,2.4,76,2,6,Software
1,2,1.0,25,2,10,Documentation
1,3,8.3,128,5,7,Performance
3,0,5.9,74,4,0,Performance
1,2,1.0,16,4,7,Documentation
0,8,3.4,48,4,5,Software
6,4,2.0,17,3,8,Firmware
0,9,3.3,43,2,11,Software
3,0,3.9,71,1,20,Firmware
2,7,3.5,84,5,15,Software
2,9,4.6,125,2,9,Software
1,10,2.9,89,1,7,Software
0,3,3.3,37,1,20,Firmware
0,3,1.0,12,3,0,Documentation
1,3,1.0,22,3,8,Documentation
7,1,3.7,52,4,13,Hardware
1,0,4.0,63,5,15,Firmware
0,8,1.0,55,4,2,Software
2,3,9.6,53,3,5,Security
4,4,7.2,73,4,11,Performance
0,7,4.6,42,5,10,Firmware
1,10,2.3,65,1,19,Software
7,4,5.6,139,4,3,Performance
1,11,2.5,81,5,20,Software
10,1,3.7,54,4,10,Hardware
2,4,8.1,44,4,6,Security
1,8,4.0,76,3,6,Software
1,7,3.3,74,3,16,Firmware
9,0,3.0,25,2,20,Hardware
1,5,7.8,55,2,12,Security
0,8,2.0,98,1,1,Software
3,3,3.9,45,1,20,Firmware
0,1,1.0,33,2,13,Documentation
0,4,3.9,59,1,18,Performance
7,2,2.4,31,4,22,Hardware
0,4,1.0,14,5,15,Documentation
3,3,3.1,65,2,19,Firmware
1,9,3.5,93,5,16,Software
6,1,3.5,86,3,7,Hardware
1,5,9.4,51,4,14,Security
1,2,7.7,96,1,10,Performance
1,7,2.5,67,2,14,Software
1,8,2.1,81,2,23,Software
8,2,2.2,33,1,6,Hardware
5,2,5.3,14,1,20,Firmware
5,1,5.1,59,4,17,Firmware
1,2,4.8,132,3,13,Performance
1,4,7.5,80,5,21,Security
0,10,4.1,67,1,21,Software
6,6,6.2,40,2,15,Performance
0,12,2.0,0,4,4,Software
9,1,2.3,41,3,17,Hardware
2,7,2.6,69,4,10,Software
4,3,6.1,34,5,3,Performance
5,2,5.5,135,1,3,Performance
0,0,1.2,47,2,3,Documentation
0,8,4.6,135,3,10,Software
5,0,3.6,53,2,17,Hardware
8,1,4.9,43,3,11,Hardware
0,8,2.4,71,2,9,Software
1,7,1.8,90,1,10,Software
1,11,3.8,72,5,3,Software
0,6,7.7,87,3,6,Security
7,3,3.2,76,5,2,Firmware
3,6,4.3,95,2,8,Software
8,2,3.1,43,2,16,Hardware
5,0,3.4,25,2,20,Hardware
2,0,1.0,16,4,10,Documentation
2,9,2.7,94,3,4,Software
8,1,4.1,90,1,2,Firmware
6,4,5.1,71,4,23,Firmware
0,12,3.9,70,4,23,Software
6,1,1.9,23,5,14,Hardware
3,2,7.1,81,5,10,Security
0,11,4.5,34,5,15,Software
2,5,8.2,92,4,20,Security
5,2,4.7,85,1,20,Firmware
3,5,3.6,64,3,19,Firmware
3,5,3.1,57,2,16,Firmware
1,7,3.3,55,3,12,Software
1,5,2.1,66,2,8,Software
3,5,8.3,138,5,10,Performance
1,6,7.4,56,1,13,Security
1,7,3.9,87,1,12,Software
3,0,6.5,81,2,23,Performance
0,10,3.3,55,3,8,Software
3,0,7.5,159,3,12,Performance
0,9,1.6,104,4,1,Software
5,2,5.9,63,1,6,Performance
1,5,2.8,99,2,23,Software
3,2,2.0,68,3,1,Firmware
0,6,3.5,30,5,2,Software
7,1,3.0,28,1,3,Hardware
3,1,4.5,20,4,19,Hardware
2,8,3.5,33,2,20,Software
1,2,1.0,43,3,17,Documentation
5,3,5.0,99,2,22,Performance
2,2,5.9,49,2,19,Performance
2,2,1.4,35,1,2,Documentation
0,1,1.0,0,5,2,Documentation
9,1,1.7,50,4,23,Hardware
2,9,2.9,92,3,18,Software
0,10,4.4,105,2,13,Software
7,6,5.9,89,5,7,Firmware
0,4,7.9,49,1,8,Performance
1,1,1.5,37,4,15,Documentation
2,4,7.3,83,1,2,Security
7,2,6.9,63,3,2,Performance
2,4,4.9,125,1,10,Firmware
1,4,9.3,78,1,1,Security
4,5,3.3,67,5,3,Firmware
1,5,3.6,100,2,7,Software
9,2,1.9,57,4,7,Hardware
2,7,2.2,112,2,3,Software
1,8,1.1,64,5,8,Software
1,2,1.0,37,3,19,Documentation
8,0,2.7,27,1,15,Hardware
6,1,2.6,54,5,20,Hardware
1,2,1.0,3,5,14,Documentation
0,10,3.0,93,5,12,Software
2,5,4.7,173,4,10,Performance
3,3,7.0,88,3,19,Performance
2,4,3.7,60,1,22,Firmware
1,1,6.4,90,4,6,Performance
0,11,2.4,33,3,3,Software
5,2,4.3,24,4,9,Firmware
5,1,3.1,49,3,21,Hardware
4,5,4.3,28,1,18,Firmware
2,3,3.7,24,1,17,Firmware
1,3,1.4,46,4,13,Documentation
7,4,3.4,113,3,6,Firmware
0,1,4.1,99,2,16,Firmware
1,8,3.5,106,2,20,Software
0,10,2.4,120,3,15,Software
8,3,3.2,63,1,23,Firmware
9,1,2.6,46,5,1,Hardware
6,0,4.2,53,2,22,Firmware
0,5,3.5,6,4,2,Performance
0,9,4.2,73,2,13,Software
2,0,1.1,20,5,22,Documentation
0,8,2.2,82,1,2,Software
4,0,3.2,64,4,22,Hardware
0,1,6.3,132,5,21,Performance
8,0,2.5,0,4,18,Hardware
9,1,1.8,40,2,15,Hardware
3,6,3.8,62,3,5,Firmware
3,3,8.2,63,4,1,Performance
1,1,2.8,102,5,17,Firmware
2,1,4.1,47,3,10,Performance
4,2,4.0,59,1,6,Firmware
1,8,1.6,52,1,7,Software
0,2,1.2,29,4,18,Documentation
0,11,4.3,123,1,5,Software
0,2,1.0,7,5,23,Documentation
6,1,1.7,65,3,0,Hardware
0,1,1.0,22,5,2,Documentation
0,8,3.9,69,2,17,Software
0,11,4.2,87,1,15,Software
0,9,3.9,64,4,7,Software
0,10,3.5,53,5,16,Software
1,5,10.0,160,4,15,Performance
5,4,4.2,77,1,0,Firmware
2,0,1.0,42,5,14,Documentation
2,9,2.4,81,4,3,Software
2,9,1.1,75,4,9,Software
1,0,3.2,41,1,13,Firmware
1,2,1.0,27,1,3,Documentation
3,7,4.1,68,4,11,Firmware
5,1,3.3,46,5,19,Hardware
1,2,1.0,32,3,22,Documentation
8,1,2.7,45,2,7,Hardware
2,1,7.8,69,3,9,Security
0,3,7.7,121,4,2,Performance
0,2,1.2,26,3,1,Documentation
2,2,2.6,57,3,23,Hardware
4,3,4.6,77,4,20,Firmware
8,0,4.0,42,5,22,Hardware
0,4,1.3,99,4,19,Software
6,3,3.5,77,3,23,Firmware
0,4,7.5,70,5,22,Security
1,8,2.5,19,5,5,Software
0,0,6.2,123,4,8,Performance
1,0,6.1,130,3,5,Performance
7,0,4.0,77,3,11,Hardware
1,1,1.0,25,2,23,Documentation
0,2,1.5,18,5,10,Documentation
4,1,5.2,46,2,16,Performance
9,0,2.8,62,3,9,Hardware
2,9,2.7,90,2,0,Software
5,1,1.6,85,4,4,Hardware
0,9,1.9,94,2,14,Software
2,0,6.4,158,2,2,Performance
5,1,3.2,26,4,1,Hardware
0,10,2.9,98,1,18,Software
9,0,3.0,14,2,5,Hardware
7,0,3.6,53,4,8,Hardware
2,7,3.1,82,3,8,Software
2,2,1.1,19,4,12,Documentation
2,3,6.3,152,3,9,Performance
1,9,1.9,91,2,14,Software
0,11,2.5,109,2,0,Software
1,5,2.6,35,4,0,Firmware
6,0,2.7,27,2,21,Hardware
1,4,7.0,105,3,10,Performance
2,7,3.4,51,4,18,Software
6,0,5.0,34,2,6,Hardware
3,5,4.5,41,4,22,Firmware
1,0,8.4,32,3,22,Security
0,4,4.8,15,4,2,Performance
0,5,9.3,124,5,22,Performance
9,1,2.3,67,2,20,Hardware
9,2,1.6,28,2,14,Hardware
1,4,4.4,59,3,14,Firmware
4,2,4.2,45,4,4,Firmware
1,2,1.0,43,3,11,Documentation
1,3,6.7,82,5,22,Security
5,0,2.9,47,4,17,Hardware
0,7,3.2,87,2,20,Software
4,4,3.2,88,4,18,Firmware
0,2,1.5,16,2,15,Documentation
2,7,9.1,49,2,22,Security
0,3,7.6,42,2,15,Security
3,5,5.2,98,5,2,Firmware
4,4,4.6,44,4,12,Firmware
1,5,7.5,113,1,18,Security
0,3,5.1,121,2,16,Performance
5,0,2.5,50,4,2,Hardware
1,8,2.6,34,2,22,Software
0,10,5.3,58,2,22,Software
0,10,3.9,56,3,21,Software
0,4,5.4,59,2,18,Performance
2,2,3.8,61,1,14,Hardware
0,9,2.2,26,5,0,Software
9,0,2.5,36,3,22,Hardware
1,8,2.0,82,2,3,Software
0,11,1.4,61,1,21,Software
1,1,1.0,54,1,6,Documentation
2,0,5.4,66,4,11,Performance
3,3,5.7,49,2,0,Performance
8,0,3.2,39,5,2,Hardware
2,8,4.2,143,1,1,Software
0,2,1.0,20,2,21,Documentation
7,6,2.3,45,5,18,Firmware
4,8,4.5,50,5,22,Firmware
0,9,2.7,76,4,17,Software
0,2,1.0,58,2,11,Documentation
8,1,2.7,35,4,5,Hardware
7,1,3.3,60,5,23,Hardware
0,6,7.3,64,2,2,Security
9,2,2.9,62,3,3,Hardware
5,4,3.8,31,4,3,Firmware
0,7,3.6,64,5,16,Software
2,10,4.1,73,4,4,Software
2,8,5.1,106,1,4,Software
3,8,6.7,28,4,22,Security
5,6,3.8,13,4,12,Firmware
6,7,4.4,35,5,17,Firmware
0,3,6.0,93,4,5,Performance
0,1,1.6,25,3,17,Documentation
0,10,1.7,47,1,4,Software
7,1,3.6,30,1,15,Hardware
6,1,1.4,52,4,10,Hardware
1,10,3.1,101,1,14,Software
0,10,1.7,55,2,5,Software
6,2,1.6,32,5,21,Hardware
4,6,5.1,66,5,19,Firmware
6,1,1.0,53,1,8,Hardware
0,10,3.6,102,2,22,Software
0,5,8.0,92,4,16,Security
1,4,8.3,44,2,13,Security
0,0,1.0,11,5,12,Documentation
2,6,3.6,106,4,1,Performance
1,3,1.0,41,1,0,Documentation
0,1,1.0,30,5,17,Documentation
0,7,4.4,76,2,14,Software
8,0,2.5,60,3,4,Hardware
1,3,4.2,75,5,18,Firmware
2,1,6.3,125,2,11,Performance
2,2,7.0,81,4,13,Performance
8,0,3.3,56,1,6,Hardware
2,1,9.0,44,3,10,Security
2,10,2.2,88,1,1,Software
3,6,2.7,32,3,0,Firmware
6,1,3.9,47,1,6,Hardware
0,2,1.2,23,3,17,Documentation
0,0,1.1,55,4,8,Documentation
0,8,1.6,89,1,11,Software
1,8,1.4,34,2,11,Software
0,9,2.5,48,3,21,Software
1,7,8.6,69,3,23,Security
2,0,3.9,56,4,7,Firmware
0,8,2.7,99,4,18,Software
1,2,7.5,79,2,18,Security
1,6,7.2,72,4,7,Security
1,10,2.8,36,1,11,Software
1,9,3.1,92,4,23,Software
0,6,4.4,111,3,4,Software
3,0,6.3,195,3,22,Performance
0,3,2.6,73,4,10,Firmware
1,2,7.3,89,3,12,Security
1,11,3.0,120,1,3,Software
4,5,4.5,23,5,23,Firmware
2,2,6.7,52,3,17,Security
2,3,3.8,68,3,4,Firmware
5,4,5.7,100,5,4,Performance
5,0,1.7,43,2,16,Hardware
0,1,9.6,63,3,10,Security
6,0,3.2,16,3,2,Hardware
0,6,3.6,95,5,22,Software
1,13,3.0,78,5,13,Software
8,1,3.4,56,2,8,Hardware
0,10,3.4,38,3,16,Software
0,11,2.8,71,2,19,Software
5,4,4.1,181,5,13,Performance
0,13,2.7,102,3,17,Software
1,12,1.0,55,3,9,Software
3,2,3.9,107,1,2,Performance
3,3,4.9,35,3,17,Performance
8,0,4.4,2,3,13,Hardware
11,0,1.0,8,3,1,Hardware
1,7,2.9,93,3,21,Software
0,1,2.2,15,4,7,Documentation
0,0,1.0,14,4,22,Documentation
4,3,4.5,70,5,21,Firmware
1,7,7.3,80,3,17,Security
1,5,7.1,72,3,23,Security
6,1,1.9,7,4,22,Hardware
3,3,5.7,72,1,15,Performance
0,3,5.0,157,2,0,Performance
8,0,1.0,29,2,2,Hardware
0,13,4.5,67,1,0,Software
3,5,3.2,27,2,21,Firmware
2,5,9.1,128,5,14,Security
9,1,3.8,55,2,23,Hardware
2,6,9.2,58,4,8,Security
4,0,5.5,87,3,7,Performance
2,1,6.1,132,4,3,Performance
5,8,3.5,31,2,15,Firmware
7,0,3.6,13,5,18,Hardware
9,0,3.8,79,4,18,Hardware
4,2,3.0,62,5,8,Firmware
3,4,1.8,138,3,7,Performance
7,1,2.9,47,1,9,Hardware
6,0,3.6,32,5,11,Hardware
11,0,1.9,58,2,21,Hardware
8,0,3.6,24,4,17,Hardware
6,3,3.2,61,2,16,Hardware
4,1,3.1,43,2,0,Hardware
3,0,5.0,133,4,16,Performance
0,9,4.3,0,2,14,Software
2,1,8.8,55,4,10,Security
5,0,4.1,70,1,21,Performance
1,9,3.8,134,4,17,Software
2,6,7.7,76,4,14,Security
4,2,4.1,111,5,21,Performance
1,4,7.2,34,1,2,Security
6,1,5.1,50,2,3,Firmware
4,3,4.0,74,2,21,Firmware
0,5,6.5,38,4,20,Performance
0,1,1.0,18,5,1,Documentation
0,0,1.2,6,5,0,Documentation
2,8,3.2,87,5,3,Software
3,4,8.3,65,4,22,Security
1,9,1.8,50,1,22,Software
3,5,8.3,75,2,13,Security
3,2,6.4,81,3,22,Performance
2,10,3.5,152,2,19,Software
1,10,6.0,118,3,21,Software
9,0,4.0,41,3,16,Hardware
7,1,3.2,64,2,6,Firmware
8,0,2.4,48,3,0,Hardware
1,6,2.4,119,4,14,Software
10,2,3.8,18,4,23,Hardware
5,1,4.1,37,3,9,Firmware
0,2,6.4,104,5,2,Performance
4,4,4.3,120,3,10,Performance
2,10,2.6,30,2,3,Software
6,0,3.6,62,3,16,Hardware
4,0,4.9,52,1,7,Firmware
1,2,1.0,55,4,12,Documentation
0,10,2.8,51,4,7,Software
7,1,2.7,23,3,20,Hardware
8,1,2.5,33,5,14,Hardware
2,11,4.4,68,5,19,Software
8,2,2.9,60,1,0,Hardware
3,4,4.5,138,4,5,Performance
5,0,4.9,47,3,22,Hardware
8,0,3.1,45,1,23,Hardware
1,9,3.9,78,5,9,Software
5,0,2.2,28,3,10,Hardware
0,7,1.5,81,4,11,Software
1,3,5.4,106,2,10,Performance
1,9,3.7,81,3,6,Software
0,10,4.1,89,3,9,Software
8,0,2.0,18,5,4,Hardware
0,0,4.4,86,2,2,Performance
4,3,4.1,90,5,4,Firmware
2,4,9.0,104,2,1,Security
0,8,1.7,111,1,5,Software
1,0,1.0,28,5,21,Documentation
2,4,8.1,83,3,16,Security
1,1,1.9,28,3,16,Documentation
6,4,4.3,90,5,14,Firmware
6,3,5.3,98,2,21,Performance
1,0,5.7,83,5,14,Performance
0,1,1.5,3,3,19,Documentation
4,2,3.9,69,5,11,Firmware
0,4,3.4,67,3,20,Software
4,2,4.2,115,5,14,Performance
0,2,1.5,35,2,13,Documentation
8,1,3.5,84,4,10,Hardware
4,0,3.3,114,1,11,Firmware
0,9,4.1,104,3,7,Software
2,5,3.3,54,4,6,Firmware
1,1,1.0,21,4,20,Documentation
1,1,1.3,37,1,18,Documentation
0,1,8.1,46,1,13,Security
2,5,5.8,89,2,11,Performance
2,4,9.0,38,2,23,Security
0,1,1.2,21,4,9,Documentation
1,12,1.0,90,2,3,Software
3,4,4.9,94,5,9,Performance
3,5,3.1,61,2,20,Firmware
7,2,3.3,42,1,10,Hardware
3,6,4.8,98,2,19,Performance
0,3,2.9,50,5,13,Firmware
0,8,3.0,30,3,3,Software
0,10,4.6,36,5,11,Software
2,10,1.8,100,1,7,Software
3,0,2.8,95,4,0,Firmware
0,7,3.3,73,1,11,Software
1,4,8.6,67,1,16,Security
4,0,6.7,121,1,20,Performance
2,6,7.7,45,1,17,Security
5,6,4.8,55,5,19,Firmware
6,0,4.8,55,5,19,Hardware
0,7,2.2,78,2,1,Software
1,1,1.3,40,1,7,Documentation
0,10,3.9,95,5,23,Software
0,7,4.3,65,2,14,Software
1,0,1.4,48,3,16,Documentation
2,9,4.9,81,2,16,Software
8,1,2.6,38,2,9,Hardware
0,2,1.0,0,4,0,Documentation
1,2,1.0,62,1,1,Documentation
1,3,3.0,72,2,0,Firmware
7,3,7.1,18,2,11,Performance
1,0,1.0,7,4,19,Documentation
1,11,4.2,131,2,16,Software
0,6,2.7,40,1,3,Software
1,6,7.3,89,1,13,Security
8,1,2.0,57,2,14,Hardware
4,3,5.1,22,2,23,Firmware
0,8,1.9,85,1,22,Software
4,7,5.1,77,4,1,Firmware
1,6,7.0,67,4,22,Security
3,4,7.2,101,1,22,Performance
2,2,1.0,20,5,19,Documentation
1,9,1.5,81,4,22,Software
0,6,1.7,100,5,5,Software
5,0,3.0,29,3,10,Hardware
3,0,6.8,76,2,3,Performance
4,2,2.8,45,2,22,Firmware
1,7,3.4,58,4,13,Firmware
2,2,5.1,31,5,8,Firmware
1,6,8.1,99,5,0,Security
5,3,4.1,120,2,5,Performance
3,6,4.6,108,4,22,Performance
0,6,2.8,153,2,19,Software
6,4,6.0,123,4,13,Firmware
3,4,7.4,78,5,9,Security
9,0,2.8,45,5,2,Hardware
0,11,2.7,86,3,22,Software
2,3,1.5,25,2,18,Documentation
0,6,3.3,81,5,15,Firmware
3,5,5.0,82,3,20,Firmware
2,8,1.9,80,5,22,Software
3,0,9.1,47,3,20,Performance
2,4,4.1,37,1,15,Firmware
2,3,9.0,67,1,12,Security
1,3,7.5,84,1,22,Security
2,5,7.9,0,2,14,Security
3,6,7.4,105,5,13,Performance
1,3,9.5,39,4,19,Security
3,2,7.7,41,3,6,Performance
1,0,4.9,95,2,23,Performance
0,0,5.9,85,5,16,Performance
5,2,2.4,0,5,7,Hardware
2,10,2.1,91,3,20,Software
1,2,7.9,144,5,2,Performance
2,3,3.0,111,5,5,Software
0,7,1.0,54,2,20,Software
1,9,3.6,110,1,11,Software
1,2,1.3,29,2,3,Documentation
1,2,1.3,3,4,16,Documentation
3,5,6.8,121,1,5,Performance
2,7,4.8,23,2,22,Software
9,1,5.2,56,2,7,Hardware
2,11,1.1,81,1,3,Software
5,2,4.6,113,5,1,Performance
2,10,2.5,67,1,10,Software
1,9,3.0,120,3,10,Software
3,4,7.5,85,1,18,Security
2,3,4.3,37,2,0,Firmware
7,1,3.4,11,4,21,Hardware
0,5,2.9,63,2,5,Software
0,2,1.0,31,1,4,Documentation
1,5,2.2,92,4,6,Software
7,0,4.9,10,1,12,Hardware
3,6,7.9,72,5,14,Security
3,6,7.6,35,3,23,Security
5,0,3.0,46,5,14,Firmware
2,1,3.3,47,4,16,Performance
2,0,1.6,36,2,3,Firmware
5,1,4.1,79,3,18,Firmware
3,4,5.6,180,2,1,Performance
0,1,1.0,28,5,8,Documentation
0,3,1.0,31,5,3,Documentation
5,3,2.7,108,4,7,Performance
3,3,7.4,90,4,23,Performance
0,0,1.4,10,3,23,Documentation
5,1,5.0,69,5,14,Hardware
6,0,2.2,45,3,3,Hardware
9,1,1.8,15,2,17,Hardware
1,11,3.5,75,2,12,Software
7,0,2.9,63,5,6,Hardware
2,11,2.6,74,2,16,Software
3,0,7.2,44,3,3,Performance
6,1,2.9,48,3,20,Firmware
3,2,4.5,42,4,5,Firmware
0,9,4.8,28,1,15,Software
1,10,4.3,88,3,9,Software
1,4,8.3,50,2,18,Security
0,7,1.2,100,5,0,Software
5,1,2.2,44,5,3,Hardware
0,9,2.1,60,4,5,Software
5,3,3.9,23,3,23,Firmware
1,6,4.3,59,3,23,Software
1,2,1.8,10,4,5,Documentation
2,4,7.0,85,3,7,Security
0,2,1.0,3,5,9,Documentation
10,0,3.3,77,4,13,Hardware
0,5,8.3,93,3,1,Security
6,4,3.9,105,4,14,Firmware
4,2,4.6,41,3,3,Firmware
5,1,2.6,56,5,6,Hardware
4,0,5.4,73,5,6,Firmware
10,0,2.0,31,5,13,Hardware
0,0,1.0,26,3,2,Documentation
7,1,2.9,39,2,11,Hardware
10,0,3.2,38,3,20,Hardware
4,3,4.2,81,1,13,Firmware
0,1,1.0,41,5,15,Documentation
1,4,3.8,96,2,5,Firmware
1,3,7.1,81,2,6,Security
2,8,3.3,44,5,21,Software
2,11,2.5,88,3,12,Software
2,6,2.5,99,4,16,Software
3,1,8.6,45,5,20,Security
3,3,8.1,105,2,4,Security
5,2,3.5,44,3,9,Firmware
1,5,3.0,26,4,9,Firmware
3,0,7.4,83,5,12,Performance
0,11,2.6,108,2,5,Software
0,2,5.5,48,2,11,Firmware
11,1,2.2,35,3,11,Hardware
8,0,2.8,35,1,14,Hardware
1,3,1.0,13,5,2,Documentation
3,2,4.2,45,5,13,Firmware
9,2,1.6,49,2,14,Hardware
2,7,4.0,111,3,23,Software
10,0,3.4,47,5,21,Hardware
3,2,6.9,111,2,5,Performance
0,8,4.3,112,4,4,Software
4,0,5.9,71,5,19,Performance
0,1,1.0,35,1,16,Documentation
2,10,1.2,60,4,10,Software
6,1,2.5,44,5,0,Hardware
